Epoch,Loss
1010,6.107778
1011,6.376264
1012,6.379924
1013,6.422470
1014,6.495723
1015,6.525430
1016,6.576216
1017,6.677105
1018,6.811397
1019,6.821353
1020,6.730720
1021,6.603624
1022,6.521520
1023,6.606088
1024,6.567419
1025,6.543751
1026,6.376338
1027,6.393572
1028,6.474055
1029,6.454451
1030,6.472912
1031,6.306080
1032,6.304145
1033,6.505245
1034,6.552995
1035,6.560799
1036,6.465525
1037,6.472528
1038,6.480180
1039,6.470748
1040,6.592838
1041,6.570863
1042,6.515164
1043,6.437633
1044,6.420989
1045,6.399369
1046,6.347955
1047,6.490945
1048,6.363403
1049,6.383363
1050,6.330942
1051,6.201466
1052,6.147924
1053,6.101267
1054,6.157115
1055,6.126856
1056,6.119923
1057,6.170587
1058,6.376727
1059,6.413621
1060,6.438974
1061,6.442010
1062,6.557923
1063,6.450252
1064,6.316498
1065,6.348899
1066,6.313694
1067,6.322994
1068,6.226937
1069,6.248522
1070,6.260513
1071,6.354286
1072,6.349842
1073,6.360824
1074,6.268047
1075,6.223223
1076,6.232430
1077,6.213148
1078,6.180077
1079,6.157039
1080,6.229326
1081,6.350971
1082,6.530764
1083,6.633931
1084,6.619654
1085,6.630130
1086,6.684445
1087,6.663589
1088,6.558344
1089,6.497303
1090,6.605778
1091,6.596481
1092,6.594203
1093,6.477692
1094,6.724203
1095,6.831979
1096,6.865751
1097,6.935800
1098,6.846954
1099,6.911072
1100,7.010683
1101,6.989880
1102,7.105876
1103,7.132953
1104,6.999532
1105,6.918442
1106,6.949057
1107,6.903245
1108,6.931241
1109,6.774357
1110,6.799541
1111,6.766072
1112,6.682360
1113,6.644166
1114,6.727942
1115,6.685715
1116,6.643539
1117,6.603801
1118,6.532522
1119,6.397010
1120,6.334980
1121,6.251853
1122,6.327714
1123,6.277497
1124,6.236387
1125,6.310122
1126,6.248084
1127,6.163797
1128,6.112802
1129,5.963519
1130,6.095540
1131,6.142482
1132,6.216326
1133,6.188474
1134,6.155334
1135,6.159892
1136,6.003009
1137,5.929615
1138,5.939716
1139,5.970450
1140,6.045334
1141,6.142622
1142,6.125344
1143,6.170360
1144,6.266078
1145,6.335866
1146,6.345912
1147,6.354756
1148,6.357787
1149,6.384558
1150,6.359938
1151,6.374567
1152,6.459209
1153,6.459041
1154,6.531491
1155,6.596208
1156,6.542371
1157,6.656836
1158,6.747847
1159,6.711862
1160,6.780706
1161,6.704702
1162,6.810393
1163,6.791195
1164,6.718200
1165,6.588590
1166,6.478579
1167,6.532331
1168,6.526577
1169,6.527705
1170,6.451031
1171,6.387073
1172,6.401379
1173,6.114200
1174,6.094125
1175,6.138361
1176,6.073714
1177,6.050356
1178,6.047432
1179,6.072165
1180,6.169246
1181,6.250165
1182,6.145898
1183,6.213829
1184,6.241041
1185,6.306028
1186,6.360470
1187,6.205961
1188,6.057460
1189,6.098699
1190,6.050977
1191,5.988426
1192,5.859860
1193,5.831581
1194,5.808954
1195,5.807893
1196,5.727350
1197,5.649493
1198,5.808966
1199,5.789200
1200,5.876521
1201,5.839233
1202,5.776556
1203,5.816639
1204,5.841223
1205,5.684397
1206,5.952810
1207,5.943608
1208,5.892297
1209,6.046802
1210,5.926857
1211,5.890026
1212,5.923345
1213,5.817206
1214,5.695252
1215,5.797610
1216,5.738883
1217,5.802722
1218,5.837785
1219,5.811055
1220,5.816777
1221,5.798779
1222,5.985903
1223,6.051119
1224,5.824876
1225,5.932167
1226,5.926841
1227,6.033635
1228,5.922408
1229,5.931894
1230,5.873885
1231,6.024476
1232,6.028495
1233,5.958850
1234,5.868358
1235,5.771854
1236,5.826481
1237,5.922488
1238,6.009573
1239,6.161847
1240,6.133149
1241,6.146017
1242,6.151646
1243,6.187539
1244,6.072775
1245,6.180627
1246,6.306909
1247,6.407207
1248,6.364841
1249,6.387785
1250,6.393055
1251,6.401000
1252,6.334511
1253,6.385494
1254,6.442705
1255,6.482635
1256,6.555256
1257,6.543581
1258,6.542776
1259,6.504472
1260,6.334089
1261,6.425186
1262,6.377357
1263,6.227343
1264,6.127888
1265,6.185518
1266,6.271831
1267,6.204370
1268,6.159753
1269,6.109406
1270,6.108151
1271,6.146109
1272,6.099982
1273,6.206445
1274,6.176697
1275,6.018995
1276,6.071810
1277,6.011763
1278,5.955041
1279,6.001135
1280,5.914068
1281,5.837190
1282,5.904474
1283,6.004179
1284,5.973534
1285,5.907937
1286,5.821018
1287,5.827989
1288,5.857507
1289,5.809466
1290,5.783323
1291,5.794741
1292,5.864555
1293,6.002592
1294,6.188207
1295,5.979492
1296,6.030072
1297,6.047961
1298,6.096779
1299,6.279390
1300,6.305977
1301,6.194992
1302,6.234148
1303,6.166954
1304,6.250664
1305,6.220945
1306,6.373837
1307,6.369489
1308,6.380820
1309,6.463583
1310,6.406712
1311,6.326350
1312,6.356907
1313,6.291983
1314,6.172676
1315,6.202286
1316,6.201359
1317,6.193679
1318,6.195468
1319,6.080903
1320,5.994471
1321,6.129896
1322,5.957391
1323,5.884926
1324,5.770946
1325,5.791914
1326,5.914927
1327,5.879824
1328,5.767657
1329,5.902514
1330,6.015096
1331,6.009869
1332,6.104529
1333,6.095973
1334,6.080962
1335,6.096925
1336,6.135934
1337,6.285238
1338,6.280352
1339,6.151881
1340,6.119306
1341,6.003889
1342,5.875171
1343,5.877693
1344,5.907688
1345,5.880562
1346,6.054270
1347,6.033473
1348,5.996729
1349,6.127472
1350,6.187172
1351,6.238533
1352,6.347714
1353,6.222658
1354,6.105702
1355,6.122635
1356,6.017705
1357,6.075583
1358,6.156390
1359,6.140584
1360,6.063806
1361,5.982214
1362,6.000641
1363,5.896500
1364,5.997882
1365,5.955853
1366,5.873896
1367,5.867899
1368,5.840592
1369,5.899236
1370,5.929643
1371,6.061865
1372,6.006273
1373,6.030555
1374,6.031890
1375,5.909042
1376,6.015301
1377,6.035360
1378,6.031718
1379,6.030582
1380,6.059337
1381,6.092334
1382,6.009163
1383,6.037365
1384,5.998651
1385,6.022525
1386,5.913095
1387,5.897440
1388,5.900122
1389,5.837917
1390,5.722423
1391,5.911746
1392,5.930686
1393,5.946970
1394,6.038640
1395,6.065026
1396,6.052888
1397,6.206179
1398,6.130066
1399,6.182829
1400,6.223921
1401,6.196719
1402,6.225604
1403,6.136237
1404,6.122355
1405,6.008796
1406,5.916007
1407,5.966097
1408,5.960837
1409,5.984749
1410,5.964914
1411,6.123602
1412,6.121427
1413,6.189229
1414,6.177895
1415,6.422249
1416,6.492997
1417,6.429866
1418,6.421455
1419,6.393493
1420,6.403382
1421,6.381194
1422,6.176427
1423,6.135464
1424,6.204777
1425,6.014576
1426,6.121116
1427,6.121506
1428,6.077289
1429,5.987414
1430,5.997005
1431,6.065321
1432,5.986619
1433,5.986955
1434,5.979443
1435,6.097420
1436,6.184395
1437,6.184289
1438,6.229539
1439,6.108100
1440,6.188603
1441,6.127478
1442,6.001185
1443,5.980703
1444,5.942537
1445,5.853700
1446,5.778754
1447,5.790628
1448,5.836023
1449,5.752117
1450,5.880812
1451,5.771803
1452,5.743523
1453,5.729163
1454,5.840360
1455,5.805879
1456,5.692481
1457,5.821489
1458,5.723386
1459,5.676526
1460,5.620245
1461,5.761251
1462,5.778191
1463,5.996655
1464,6.008436
1465,5.976694
1466,5.900143
1467,6.016748
1468,6.047198
1469,5.977229
1470,6.017324
1471,5.868594
1472,5.878687
1473,5.774144
1474,5.701383
1475,5.723128
1476,5.838493
1477,5.784944
1478,5.862370
1479,5.904051
1480,5.930784
1481,5.952882
1482,5.963614
1483,5.836658
1484,5.684737
1485,5.687573
1486,5.753400
1487,5.725806
1488,5.560956
1489,5.530530
1490,5.496478
1491,5.488739
1492,5.429164
1493,5.370187
1494,5.329331
1495,5.342934
1496,5.535989
1497,5.365108
1498,5.418020
1499,5.446450
1500,5.441685
1501,5.362073
1502,5.313814
1503,5.427585
1504,5.362589
1505,5.290816
1506,5.246617
1507,5.189040
1508,5.280823
1509,5.368432
1510,5.338021
1511,5.453434
1512,5.485481
1513,5.674140
1514,5.717573
1515,5.905109
1516,5.858102
1517,5.682548
1518,5.617911
1519,5.534393
1520,5.569960
1521,5.716780
1522,5.716593
1523,5.934406
1524,6.144421
1525,6.097580
1526,6.098997
1527,6.127030
1528,6.097169
1529,6.174995
1530,6.169226
1531,6.114409
1532,5.933978
1533,5.938186
1534,5.903234
1535,5.849997
1536,5.991848
1537,5.935248
1538,5.881074
1539,5.882042
1540,5.785933
1541,5.878244
1542,5.950929
1543,5.859207
1544,5.757756
1545,5.694890
1546,5.697054
1547,5.575569
1548,5.696601
1549,5.664536
1550,5.683178
1551,5.675872
1552,5.722741
1553,5.824469
1554,5.884604
1555,5.985712
1556,5.875546
1557,5.912907
1558,5.988892
1559,6.111245
1560,6.270424
1561,6.224355
1562,6.269248
1563,6.240141
1564,6.311470
1565,6.260812
1566,6.226641
1567,6.228118
1568,6.250703
1569,6.168064
1570,6.070696
1571,5.988645
1572,5.914649
1573,5.837356
1574,5.782128
1575,5.778143
1576,5.871176
1577,5.914878
1578,5.814021
1579,5.838972
1580,5.838047
1581,5.765857
1582,5.637176
1583,5.736560
1584,5.744198
1585,5.738245
1586,5.710307
1587,5.723628
1588,5.752468
1589,5.710629
1590,5.684230
1591,5.846174
1592,5.820045
1593,5.841832
1594,5.921510
1595,6.043101
1596,6.052030
1597,6.285580
1598,6.221522
1599,6.166491
1600,6.193491
1601,6.170745
1602,6.070088
1603,6.014682
1604,6.172933
1605,6.270771
1606,6.249138
1607,6.120873
1608,6.132311
1609,6.272882
1610,6.207709
1611,6.186254
1612,6.115885
1613,6.112662
1614,6.116177
1615,6.044075
1616,6.134187
1617,6.139128
1618,6.028507
1619,6.084663
1620,6.082244
1621,6.179062
1622,6.018664
1623,5.873857
1624,5.839235
1625,5.895005
1626,6.121657
1627,6.086910
1628,5.978684
1629,5.972018
1630,5.977770
1631,6.127084
1632,6.039453
1633,6.023767
1634,5.913238
1635,5.817300
1636,5.727566
1637,5.633830
1638,5.577467
1639,5.428782
1640,5.368309
1641,5.401795
1642,5.470629
1643,5.461559
1644,5.374981
1645,5.298627
1646,5.317070
1647,5.349905
1648,5.312775
1649,5.296228
1650,5.308448
1651,5.413348
1652,5.378646
1653,5.462132
1654,5.404710
1655,5.605974
1656,5.662704
1657,5.626168
1658,5.626152
1659,5.763885
1660,5.711644
1661,5.681952
1662,5.506419
1663,5.550465
1664,5.571020
1665,5.635105
1666,5.525033
1667,5.453365
1668,5.523139
1669,5.392005
1670,5.364464
1671,5.430301
1672,5.413244
1673,5.453144
1674,5.475481
1675,5.571454
1676,5.374273
1677,5.371068
1678,5.397971
1679,5.389449
1680,5.411558
1681,5.305213
1682,5.345002
1683,5.405515
1684,5.394529
1685,5.348305
1686,5.420692
1687,5.382881
1688,5.404040
1689,5.547363
1690,5.483240
1691,5.295712
1692,5.229867
1693,5.209170
1694,5.164886
1695,5.180471
1696,5.174586
1697,5.121049
1698,5.271905
1699,5.248629
1700,5.237916
1701,5.223523
1702,5.345480
1703,5.402226
1704,5.401584
1705,5.363302
1706,5.369137
1707,5.268664
1708,5.313021
1709,5.385558
1710,5.400934
1711,5.379242
1712,5.526114
1713,5.544674
1714,5.438145
1715,5.464215
1716,5.435156
1717,5.333475
1718,5.314496
1719,5.358776
1720,5.381500
1721,5.341889
1722,5.360727
1723,5.356915
1724,5.302460
1725,5.282283
1726,5.274886
1727,5.331388
1728,5.328461
1729,5.343682
1730,5.366178
1731,5.340579
1732,5.297452
1733,5.393939
1734,5.416774
1735,5.435394
1736,5.478847
1737,5.509949
1738,5.585136
1739,5.612142
1740,5.588289
1741,5.524858
1742,5.507807
1743,5.438298
1744,5.415031
1745,5.435163
1746,5.397722
1747,5.573534
1748,5.557884
1749,5.549714
1750,5.633351
1751,5.615154
1752,5.570358
1753,5.564402
1754,5.417658
1755,5.478490
1756,5.515805
1757,5.525962
1758,5.572886
1759,5.520725
1760,5.458918
1761,5.463400
1762,5.601523
1763,5.473835
1764,5.522640
1765,5.506366
1766,5.601785
1767,5.656073
1768,5.621727
1769,5.599124
1770,5.593485
1771,5.523515
1772,5.676262
1773,5.645109
1774,5.728371
1775,5.637874
1776,5.659000
1777,5.631021
1778,5.579397
1779,5.500447
1780,5.497042
1781,5.403808
1782,5.309447
1783,5.301871
1784,5.420419
1785,5.345658
1786,5.285506
1787,5.351684
1788,5.305759
1789,5.261954
1790,5.320803
1791,5.451636
1792,5.465768
1793,5.397100
1794,5.436419
1795,5.428020
1796,5.491534
1797,5.449684
1798,5.496794
1799,5.497958
1800,5.369090
1801,5.422168
1802,5.365843
1803,5.545600
1804,5.555302
1805,5.560935
1806,5.493273
1807,5.467402
1808,5.500151
1809,5.546596
1810,5.600263
1811,5.624579
1812,5.579428
1813,5.579465
1814,5.568617
1815,5.600099
1816,5.605785
1817,5.657260
1818,5.705598
1819,5.661956
1820,5.743810
1821,5.659265
1822,5.750033
1823,5.867268
1824,5.960683
1825,6.022107
1826,6.071951
1827,5.992725
1828,5.947396
1829,6.013046
1830,5.893191
1831,5.957982
1832,5.971041
1833,5.910211
1834,5.924244
1835,5.878286
1836,5.887827
1837,5.833025
1838,5.814375
1839,5.652466
1840,5.638757
1841,5.631778
1842,5.599031
1843,5.486864
1844,5.390465
1845,5.356829
1846,5.458804
1847,5.433914
1848,5.345696
1849,5.414965
1850,5.491844
1851,5.466870
1852,5.518402
1853,5.556911
1854,5.643837
1855,5.855062
1856,6.010836
1857,6.020306
1858,6.025012
1859,6.061854
1860,6.118640
1861,6.056462
1862,6.029673
1863,5.956877
1864,5.948664
1865,6.012575
1866,5.845860
1867,5.844109
1868,5.801373
1869,5.693962
1870,5.574132
1871,5.515520
1872,5.527696
1873,5.507592
1874,5.478223
1875,5.480880
1876,5.473550
1877,5.486089
1878,5.434454
1879,5.416177
1880,5.423130
1881,5.472458
1882,5.416166
1883,5.404234
1884,5.335645
1885,5.422615
1886,5.327505
1887,5.247088
1888,5.218171
1889,5.195150
1890,5.152994
1891,5.091176
1892,5.068766
1893,5.192358
1894,5.269700
1895,5.336396
1896,5.303112
1897,5.375825
1898,5.336978
1899,5.440629
1900,5.335108
1901,5.311260
1902,5.510517
1903,5.484244
1904,5.458576
1905,5.564707
1906,5.502676
1907,5.455092
1908,5.372478
1909,5.366843
1910,5.284214
1911,5.273167
1912,5.379169
1913,5.295874
1914,5.307658
1915,5.214939
1916,5.328482
1917,5.339113
1918,5.376632
1919,5.403990
1920,5.476057
1921,5.574432
1922,5.602716
1923,5.534964
1924,5.610819
1925,5.509564
1926,5.587098
1927,5.512258
1928,5.464959
1929,5.494195
1930,5.539137
1931,5.597445
1932,5.734981
1933,5.684690
1934,5.599648
1935,5.545751
1936,5.484200
1937,5.357862
1938,5.500627
1939,5.630598
1940,5.810221
1941,5.608714
1942,5.687624
1943,5.724624
1944,5.830440
1945,5.849516
1946,5.817165
1947,5.821496
1948,5.819975
1949,5.974882
1950,5.980151
1951,5.852273
1952,5.928349
1953,5.938927
1954,5.816403
1955,5.778008
1956,5.704109
1957,5.729092
1958,5.810228
1959,5.821467
1960,5.915904
1961,5.895460
1962,5.841891
1963,5.833857
1964,5.892910
1965,5.905058
1966,6.017112
1967,5.923193
1968,5.924405
1969,5.868347
1970,5.823358
1971,5.794363
1972,5.781208
1973,5.794843
1974,5.912558
1975,5.917296
1976,5.899738
1977,5.794760
1978,5.654480
1979,5.643144
1980,5.823927
1981,5.864416
1982,5.859811
1983,5.916952
1984,5.951710
1985,5.946963
1986,5.819739
1987,5.865587
1988,5.724421
1989,5.609321
1990,5.449010
1991,5.480712
1992,5.479604
1993,5.567510
1994,5.653727
1995,5.694788
1996,5.695266
1997,5.748044
1998,5.859313
1999,5.800744
2000,5.792133
